pathway,size,snpPval,dnamPval,rnaseqPval,snpFDR,dnamFDR,rnaseqFDR,drivers,MiniMax,MiniMaxP,MiniMaxFDR
REACTOME_GENERATION_OF_SECOND_MESSENGER_MOLECULES,30,1.12858207865903e-80,0.0923364907251753,0.4135864135864136,1.5946864771452098e-77,0.79558929708388,0.5072252422901773,DNAm and SNP,0.0923364907251753,0.024003555636378366,0.19541835535161972
REACTOME_DAP12_SIGNALING,28,0.268741430171664,0.0924246574498926,0.0138248394433934,0.999201393685791,0.79558929708388,0.05587128408435593,DNAm and RNAseq,0.0924246574498926,0.02404791041275405,0.19541835535161972
REACTOME_COOPERATION_OF_PREFOLDIN_AND_TRIC_CCT_IN_ACTIN_AND_TUBULIN_FOLDING,32,0.0924760362448197,0.424490585132296,0.04095904095904096,0.882896210904934,1,0.10784104371464968,RNAseq and SNP,0.0924760362448197,0.024073775509253537,0.19541835535161972
REACTOME_RUNX1_REGULATES_GENES_INVOLVED_IN_MEGAKARYOCYTE_DIFFERENTIATION_AND_PLATELET_FUNCTION,63,0.086697121921222,0.292573795862764,0.09290709290709293,0.870933107525341,1,0.18027794123684537,RNAseq and SNP,0.09290709290709293,0.024291286243120627,0.1966206112193164
REACTOME_REGULATION_OF_INSULIN_SECRETION,76,0.971387930289957,0.0941095057355469,0.01817380619124502,0.999201393685791,0.803232845203945,0.06677871976627386,DNAm and RNAseq,0.0941095057355469,0.024902816887455312,0.20099624000615637
BIOCARTA_STATHMIN_PATHWAY,20,0.559137567282248,0.0946531103181016,0.07792207792207792,0.999201393685791,0.805262046640186,0.16243800349760615,DNAm and RNAseq,0.0946531103181016,0.0251815994489338,0.20266895238303823
REACTOME_INTERACTIONS_OF_VPR_WITH_HOST_CELLULAR_PROTEINS,34,0.0304136657121412,0.95216500934925,0.09490509490509492,0.594999362907922,1,0.18302663979995495,RNAseq and SNP,0.09490509490509492,0.025311315095457032,0.2031358517434271
REACTOME_EXPORT_OF_VIRAL_RIBONUCLEOPROTEINS_FROM_NUCLEUS,32,0.050561698678361,0.948113563454557,0.0959040959040959,0.755359751046515,1,0.18470177001788152,RNAseq and SNP,0.0959040959040959,0.025828612650382287,0.20630230832238836
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,16,0.0959480943348988,0.00565834857487578,0.12487512487512488,0.900828287675828,0.445280597572864,0.22096891241176064,DNAm and SNP,0.0959480943348988,0.025851507043574962,0.20630230832238836
REACTOME_INTERLEUKIN_17_SIGNALING,65,0.992204753546193,0.0965677522912593,0.00155549104624117,0.999201393685791,0.814542469272305,0.01335365495151891,DNAm and RNAseq,0.0965677522912593,0.02617493988166441,0.20814842714703044
PID_ATR_PATHWAY,38,0.0966724820159206,0.893254569239637,0.02697302697302697,0.904623954228449,1,0.0851890584332056,RNAseq and SNP,0.0966724820159206,0.026229787677899706,0.20814842714703044
PID_SYNDECAN_1_PATHWAY,42,0.814270927203289,0.0969865321678337,0.05594405594405594,0.999201393685791,0.814542469272305,0.130122750812406,DNAm and RNAseq,0.0969865321678337,0.02639457647326411,0.2088710479015565
BIOCARTA_PLCE_PATHWAY,11,0.411277295904367,0.0971274134252572,0.01173245350653241,0.999201393685791,0.814542469272305,0.04990696814415366,DNAm and RNAseq,0.0971274134252572,0.026468654866102812,0.2088738140269339
WP_FOCAL_ADHESION,192,0.754480782306808,0.0975766851054659,1.3963389340754816e-5,0.999201393685791,0.814542469272305,7.325607778214517e-4,DNAm and RNAseq,0.0975766851054659,0.02670553231075468,0.2101577028788
BIOCARTA_ARENRF2_PATHWAY,20,0.552296504284456,0.0988853738495539,0.04795204795204795,0.999201393685791,0.821531566321953,0.11812882769404508,DNAm and RNAseq,0.0988853738495539,0.027401086387855742,0.21450579348709997
REACTOME_RIPK1_MEDIATED_REGULATED_NECROSIS,28,0.0599917478166914,0.749869016714602,0.0989010989010989,0.783532583514231,1,0.18905992792632467,RNAseq and SNP,0.0989010989010989,0.02740949426132375,0.21450579348709997
PID_RETINOIC_ACID_PATHWAY,30,0.948772160836922,0.0998671943941585,0.01547033169705099,0.999201393685791,0.825227830352239,0.06036838801342352,DNAm and RNAseq,0.0998671943941585,0.027928327307119718,0.2169609599037784
REACTOME_RUNX2_REGULATES_BONE_DEVELOPMENT,29,0.666534720287474,0.0056318896986525,0.0999000999000999,0.999201393685791,0.445280597572864,0.19032749362271892,DNAm and RNAseq,0.0999000999000999,0.02794607790011987,0.2169609599037784
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,52,0.211058478671661,0.0999128647408464,6.373604146736554e-5,0.999201393685791,0.825227830352239,0.0020288112974949,DNAm and RNAseq,0.0999128647408464,0.027952965183508333,0.2169609599037784
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,13,0.100615254002278,0.704590598246467,0.03896103896103896,0.914180139475772,1,0.10442443081988968,RNAseq and SNP,0.100615254002278,0.028333145185406278,0.2184756676171122
REACTOME_HEME_SIGNALING,47,0.117110820614594,0.100726420052703,0.00109529309360562,0.934578094460846,0.826772841365504,0.01066311111403685,DNAm and RNAseq,0.100726420052703,0.028393532508439224,0.2184756676171122
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,29,0.393903441436264,0.100748212341039,0.00993898386945648,0.999201393685791,0.826772841365504,0.04476493052809253,DNAm and RNAseq,0.100748212341039,0.028405377398527522,0.2184756676171122
REACTOME_RESPONSE_TO_ELEVATED_PLATELET_CYTOSOLIC_CA2,122,0.100896259149146,0.82605733049324,0.00598612244424826,0.914180139475772,1,0.03181742004607007,RNAseq and SNP,0.100896259149146,0.028485906373753735,0.2184756676171122
PID_ILK_PATHWAY,44,0.753386905123497,0.100984049359287,0.01068626230105949,0.999201393685791,0.826772841365504,0.04686405742864014,DNAm and RNAseq,0.100984049359287,0.028533708795740034,0.2184756676171122
REACTOME_RHOA_GTPASE_CYCLE,140,0.341394333348031,0.101349020769477,1.857026310097119e-5,0.999201393685791,0.826772841365504,8.768259227508563e-4,DNAm and RNAseq,0.101349020769477,0.02873283396235526,0.21919638664081884
WP_TYPE_I_INTERFERON_INDUCTION_AND_SIGNALING_DURING_SARSCOV2_INFECTION,26,0.101440021381544,0.923765834554612,0.04895104895104895,0.914180139475772,1,0.1196534268147728,RNAseq and SNP,0.101440021381544,0.02878258236159005,0.21919638664081884
BIOCARTA_NKCELLS_PATHWAY,20,0.10176906664619,0.0426458291149514,0.6253746253746254,0.914180139475772,0.717551519563081,0.695324298934974,DNAm and SNP,0.10176906664619,0.02896279594832876,0.219872139942985
REACTOME_C_TYPE_LECTIN_RECEPTORS_CLRS,134,0.101885224059713,0.452307902047027,0.00308934683606037,0.914180139475772,1,0.0216101718186643,RNAseq and SNP,0.101885224059713,0.02902653735922216,0.219872139942985
WP_SREBF_AND_MIR33_IN_CHOLESTEROL_AND_LIPID_HOMEOSTASIS,16,0.10216014294134,0.890953236911371,0.0310934527673872,0.914180139475772,1,0.09137733577801654,RNAseq and SNP,0.10216014294134,0.029177655950994745,0.2204274648244483
BIOCARTA_PLC_PATHWAY,9,0.832295213841159,0.102882086251112,0.03531962248821081,0.999201393685791,0.835143124210317,0.09966184313655502,DNAm and RNAseq,0.102882086251112,0.029576214106737286,0.221210391026002
PID_CMYB_PATHWAY,82,0.580968937294513,0.00528471282142174,0.1028971028971029,0.999201393685791,0.445280597572864,0.19472778390614065,DNAm and RNAseq,0.1028971028971029,0.029584530624948736,0.221210391026002
REACTOME_DNA_DOUBLE_STRAND_BREAK_RESPONSE,58,0.0878140953152643,0.969417978259528,0.1028971028971029,0.870933107525341,1,0.19472778390614065,RNAseq and SNP,0.1028971028971029,0.029584530624948736,0.221210391026002
REACTOME_ANTIGEN_PROCESSING_CROSS_PRESENTATION,98,0.102913520943981,0.390125720805849,0.06893106893106893,0.917456183557385,1,0.14884277308057794,RNAseq and SNP,0.102913520943981,0.0295936244965954,0.221210391026002
REACTOME_SIGNALING_BY_NOTCH1,70,0.968630115376171,0.0335248156562561,0.1038961038961039,0.999201393685791,0.668278068471016,0.19609437863934867,DNAm and RNAseq,0.1038961038961039,0.030140208922465626,0.2247031891509082
BIOCARTA_MTA3_PATHWAY,18,0.79778081827373,0.0493642305832946,0.1048951048951049,0.999201393685791,0.721044867122814,0.19693030627424263,DNAm and RNAseq,0.1048951048951049,0.03070063097448299,0.22730740733411925
WP_CYTOSOLIC_DNASENSING_PATHWAY,68,4.13193770247578e-6,0.93933866583816,0.1048951048951049,2.5979573540327e-4,1,0.19693030627424263,RNAseq and SNP,0.1048951048951049,0.03070063097448299,0.22730740733411925
REACTOME_INTERLEUKIN_15_SIGNALING,13,0.104947631254761,0.224754958060762,0.08291708291708291,0.929724156507699,0.945684440980129,0.168148959129632,RNAseq and SNP,0.104947631254761,0.03073022838297482,0.22730740733411925
WP_MONOAMINE_TRANSPORT,31,0.0331182042425461,0.455324436490537,0.10589410589410587,0.617379235486074,1,0.19788786411477705,RNAseq and SNP,0.10589410589410587,0.031265784816928974,0.23066658433947862
REACTOME_NR1H2_NR1H3_REGULATE_GENE_EXPRESSION_TO_CONTROL_BILE_ACID_HOMEOSTASIS,8,0.895449673378459,0.106052538363302,0.08891108891108891,0.999201393685791,0.840494772108662,0.17552969678405217,DNAm and RNAseq,0.106052538363302,0.03135584699777067,0.2307301676485307
REACTOME_INSULIN_RECEPTOR_SIGNALLING_CASCADE,52,0.106863773152907,0.470695099507089,5.809583818547603e-5,0.932778517759528,1,0.0018702898815847,RNAseq and SNP,0.106863773152907,0.031818858095440244,0.23353063467456533
KEGG_SPLICEOSOME,121,0.1070880775128,0.999990313066471,0.06193806193806193,0.932778517759528,1,0.13915188697107808,RNAseq and SNP,0.1070880775128,0.03194742765772135,0.23386837869334517
REACTOME_RAF_ACTIVATION,33,0.859983133069688,0.107264869529482,0.0112840856707278,0.999201393685791,0.840494772108662,0.04843608288662402,DNAm and RNAseq,0.107264869529482,0.032048930680840824,0.23400675417222178
REACTOME_RNA_POLYMERASE_II_TRANSCRIBES_SNRNA_GENES,77,0.107592490556156,0.901532723751979,7.501648445718444e-5,0.932778517759528,1,0.00223707053123372,RNAseq and SNP,0.107592490556156,0.03223741973905525,0.23477791804818388
REACTOME_RHOB_GTPASE_CYCLE,67,0.876952584815564,0.108010268190039,0.00146345126385605,0.999201393685791,0.840494772108662,0.01287564419411247,DNAm and RNAseq,0.108010268190039,0.03247851142611626,0.23545973551792776
PID_P38_MK2_PATHWAY,21,0.108042708885766,0.545279353005321,0.10589410589410587,0.932778517759528,1,0.19788786411477705,RNAseq and SNP,0.108042708885766,0.03249726670932219,0.23545973551792776
KEGG_CIRCADIAN_RHYTHM_MAMMAL,13,0.872144522737538,0.10862220311747,0.01727264676935732,0.999201393685791,0.840494772108662,0.0647267305523668,DNAm and RNAseq,0.10862220311747,0.0328331294209562,0.23728636645298196
PID_NOTCH_PATHWAY,58,0.530360092381433,0.0962572607328202,0.1088911088911089,0.999201393685791,0.814542469272305,0.20175834629726064,DNAm and RNAseq,0.1088911088911089,0.032989517446119776,0.2378099311065072
KEGG_ADHERENS_JUNCTION,72,0.109253251726258,0.19905439864724,0.00739897963113803,0.932778517759528,0.936265948413396,0.03664564562065392,RNAseq and SNP,0.109253251726258,0.033200665758010235,0.23872458399097207
WP_PRION_DISEASE_PATHWAY,32,0.820117299483744,0.109616995246148,0.02997002997002997,0.999201393685791,0.840494772108662,0.08946796091158579,DNAm and RNAseq,0.109616995246148,0.03341336638073635,0.23964573913069895
REACTOME_RHO_GTPASES_ACTIVATE_FORMINS,134,0.235006853566988,0.110353893880098,0.00904225118000959,0.999201393685791,0.840494772108662,0.04185734900811632,DNAm and RNAseq,0.110353893880098,0.033846170240180974,0.24163701149640113
SIG_PIP3_SIGNALING_IN_B_LYMPHOCYTES,34,0.45521675515624,0.110380073702371,0.1088911088911089,0.999201393685791,0.840494772108662,0.20175834629726064,DNAm and RNAseq,0.110380073702371,0.033861593210049855,0.24163701149640113
WP_IL3_SIGNALING_PATHWAY,48,0.481996722740793,0.00863343622296648,0.1108891108891109,0.999201393685791,0.46469921401595,0.20439092462514713,DNAm and RNAseq,0.1108891108891109,0.03416211214307223,0.24196594811381752
REACTOME_TOLL_LIKE_RECEPTOR_CASCADES,146,0.110919032539035,0.346840476314205,7.739237780110305e-4,0.934578094460846,1,0.00853122981753015,RNAseq and SNP,0.110919032539035,0.0341798145736514,0.24196594811381752
REACTOME_GOLGI_ASSOCIATED_VESICLE_BIOGENESIS,51,0.111249417815265,0.976143585722662,0.00524251498949909,0.934578094460846,1,0.02940999003019986,RNAseq and SNP,0.111249417815265,0.03437555696890452,0.24196594811381752
REACTOME_INTERLEUKIN_7_SIGNALING,26,0.581370048213271,0.111324332234177,0.00739897963113803,0.999201393685791,0.840494772108662,0.03664564562065392,DNAm and RNAseq,0.111324332234177,0.0344200121317074,0.24196594811381752
REACTOME_NOTCH1_INTRACELLULAR_DOMAIN_REGULATES_TRANSCRIPTION,44,0.649424727141111,0.111372071245218,0.07892107892107893,0.999201393685791,0.840494772108662,0.16296167389461852,DNAm and RNAseq,0.111372071245218,0.034448354719409206,0.24196594811381752
KEGG_PROXIMAL_TUBULE_BICARBONATE_RECLAMATION,20,0.733117764748036,0.111383646007858,0.04795204795204795,0.999201393685791,0.840494772108662,0.11812882769404508,DNAm and RNAseq,0.111383646007858,0.034455228241584514,0.24196594811381752
WP_MICROGLIA_PATHOGEN_PHAGOCYTOSIS_PATHWAY,38,0.111499385734567,2.99912674325135e-7,0.25774225774225773,0.934578094460846,7.1353445001005e-4,0.36490945336522546,DNAm and SNP,0.111499385734567,0.034523993127513426,0.24196594811381752
BIOCARTA_NO2IL12_PATHWAY,14,0.0988845322732737,0.111612009748168,0.7402597402597403,0.91187640604141,0.840494772108662,0.793775868340592,DNAm and SNP,0.111612009748168,0.034590966814718,0.24196594811381752
BIOCARTA_CK1_PATHWAY,16,0.43666169672248,0.112319882157444,0.05594405594405594,0.999201393685791,0.840494772108662,0.130122750812406,DNAm and RNAseq,0.112319882157444,0.03501326734529722,0.24431671524440157
REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,20,0.112588100080006,0.568011057882152,0.0939060939060939,0.934578094460846,1,0.1817185546693743,RNAseq and SNP,0.112588100080006,0.035173889248587005,0.24438455690737848
BIOCARTA_EGF_PATHWAY,26,0.226164557597894,0.112624172767691,0.03796203796203796,0.999201393685791,0.840494772108662,0.1031126112621798,DNAm and RNAseq,0.112624172767691,0.03519551684370294,0.24438455690737848
REACTOME_ACTIVATION_OF_THE_MRNA_UPON_BINDING_OF_THE_CAP_BINDING_COMPLEX_AND_EIFS_AND_SUBSEQUENT_BINDING_TO_43S,55,0.11408750084822,0.990415573170736,0.0147215773181676,0.934578094460846,1,0.05824892254520783,RNAseq and SNP,0.11408750084822,0.03607795734492059,0.24989939647471893
BIOCARTA_VDR_PATHWAY,24,0.877629666978052,0.114630330197138,0.03496503496503497,0.999201393685791,0.840494772108662,0.09875966506076175,DNAm and RNAseq,0.114630330197138,0.036407826910730204,0.25014697323269314
PID_SMAD2_3NUCLEAR_PATHWAY,75,0.421418436415117,0.114802771957436,0.00338532877882089,0.999201393685791,0.840494772108662,0.02288934708925916,DNAm and RNAseq,0.114802771957436,0.03651290256761299,0.25014697323269314
WP_MIRNAS_INVOLVEMENT_IN_THE_IMMUNE_RESPONSE_IN_SEPSIS,33,0.426201970215572,0.0229156172508524,0.11488511488511488,0.999201393685791,0.615730955943549,0.2097097490138727,DNAm and RNAseq,0.11488511488511488,0.03656312589637006,0.25014697323269314
BIOCARTA_IL2RB_PATHWAY,36,0.574841646838236,0.115433798106296,0.01083571809575,0.999201393685791,0.840494772108662,0.04744604229561015,DNAm and RNAseq,0.115433798106296,0.03689858334798584,0.25014697323269314
PID_ARF6_TRAFFICKING_PATHWAY,48,0.115559649325716,0.429977289594373,0.00494507246726242,0.934578094460846,1,0.02824473850756946,RNAseq and SNP,0.115559649325716,0.03697572301919545,0.25014697323269314
REACTOME_RNA_POLYMERASE_III_TRANSCRIPTION,41,0.115625133231298,0.302137849131159,0.02797202797202797,0.934578094460846,1,0.0865117415335756,RNAseq and SNP,0.115625133231298,0.037015889847594935,0.25014697323269314
PID_IL3_PATHWAY,25,0.525695430598604,0.115654695945284,0.0112840856707278,0.999201393685791,0.840494772108662,0.04843608288662402,DNAm and RNAseq,0.115654695945284,0.037034029645610825,0.25014697323269314
REACTOME_DEADENYLATION_OF_MRNA,25,0.834465024292756,0.115755745457559,0.03896103896103896,0.999201393685791,0.840494772108662,0.10442443081988968,DNAm and RNAseq,0.115755745457559,0.03709606445963275,0.25014697323269314
REACTOME_SIGNALING_BY_NTRK2_TRKB,24,0.897209771915414,0.115834228877955,0.00978952830308572,0.999201393685791,0.840494772108662,0.04444508602987478,DNAm and RNAseq,0.115834228877955,0.03714427831954645,0.25014697323269314
REACTOME_GLUCOSE_METABOLISM,88,0.0402911626697087,0.766206614897161,0.11588411588411587,0.676666463837335,1,0.21098952461420328,RNAseq and SNP,0.11588411588411587,0.03717493961914876,0.25014697323269314
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,16,0.116219859910339,0.119344792419105,0.0187745797146894,0.934578094460846,0.840494772108662,0.06827777192774723,RNAseq and SNP,0.116219859910339,0.03738159123824738,0.25014697323269314
WP_EPITHELIAL_TO_MESENCHYMAL_TRANSITION_IN_COLORECTAL_CANCER,157,0.281869142093665,0.116334221957422,1.2583433361419748e-4,0.999201393685791,0.840494772108662,0.00286306018695723,DNAm and RNAseq,0.116334221957422,0.037452100030489176,0.25014697323269314
PID_MYC_REPRESS_PATHWAY,61,0.116436596511735,0.248006980520345,2.71138817929304e-4,0.934578094460846,0.961961991873146,0.00454518503664922,RNAseq and SNP,0.116436596511735,0.037515269130199515,0.25014697323269314
WP_NUCLEOTIDEBINDING_OLIGOMERIZATION_DOMAIN_NOD_PATHWAY,39,0.377526372878329,0.116444662124746,0.03296703296703297,0.999201393685791,0.840494772108662,0.09510754011772342,DNAm and RNAseq,0.116444662124746,0.03752024797870817,0.25014697323269314
BIOCARTA_ECM_PATHWAY,19,0.409005850827011,0.116497709857891,0.01113462978186526,0.999201393685791,0.840494772108662,0.04808598501832972,DNAm and RNAseq,0.116497709857891,0.03755300144702142,0.25014697323269314
WP_SPINAL_CORD_INJURY,114,0.773133698427573,0.116506560978969,0.01502049005189467,0.999201393685791,0.840494772108662,0.05893774005127093,DNAm and RNAseq,0.116506560978969,0.03755846768986775,0.25014697323269314
REACTOME_FCERI_MEDIATED_MAPK_ACTIVATION,32,0.11672898408857,0.48773993114123,0.00120574033677733,0.934578094460846,1,0.01123638938845453,RNAseq and SNP,0.11672898408857,0.0376959492780941,0.25014697323269314
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,51,0.116873979037886,0.625654954994719,3.283392475661315e-5,0.934578094460846,1,0.00124024678447313,RNAseq and SNP,0.116873979037886,0.03778569438948907,0.25014697323269314
REACTOME_CELL_CELL_JUNCTION_ORGANIZATION,64,0.107990627415934,0.468821701359561,0.11688311688311688,0.932778517759528,1,0.21199095398839315,RNAseq and SNP,0.11688311688311688,0.03779135352756536,0.25014697323269314
BIOCARTA_HIVNEF_PATHWAY,55,0.117378088163502,0.318642126357516,0.00115051668685811,0.934578094460846,1,0.01079276084062596,RNAseq and SNP,0.117378088163502,0.03809846639007667,0.2515919703568466
BIOCARTA_EGFR_SMRTE_PATHWAY,11,0.677160045218867,0.0339088321074123,0.11788211788211787,0.999201393685791,0.668278068471016,0.2127134012484331,DNAm and RNAseq,0.11788211788211787,0.03841235565754803,0.25248771131747927
WP_REGULATION_OF_MICROTUBULE_CYTOSKELETON,46,0.00230396248878723,0.676421169586918,0.11788211788211787,0.0904305276848989,1,0.2127134012484331,RNAseq and SNP,0.11788211788211787,0.03841235565754803,0.25248771131747927
REACTOME_REGULATED_NECROSIS,55,0.118603240503993,0.756788218700556,0.06993006993006994,0.934578094460846,1,0.15019855050181058,RNAseq and SNP,0.118603240503993,0.03886346676987427,0.25250837115839336
BIOCARTA_MHC_PATHWAY,12,3.89234792160316e-59,0.11879036018575,0.6353646353646354,6.110986236916949e-57,0.840494772108662,0.7039452530262073,DNAm and SNP,0.11879036018575,0.03898091191458496,0.25250837115839336
BIOCARTA_IL6_PATHWAY,20,0.12928400401297,0.0890624034545739,0.11888111888111888,0.951504323377002,0.79558929708388,0.21369937169429556,DNAm and RNAseq,0.11888111888111888,0.039037934045024855,0.25250837115839336
BIOCARTA_TRKA_PATHWAY,14,0.547899828913888,0.118887017503283,0.00427582813668343,0.999201393685791,0.840494772108662,0.02610651101556935,DNAm and RNAseq,0.118887017503283,0.03904164135193645,0.25250837115839336
REACTOME_ABC_TRANSPORTER_DISORDERS,74,0.118932800307146,0.987720113335499,0.01847419289915788,0.934578094460846,1,0.06761936496552232,RNAseq and SNP,0.118932800307146,0.03907042143212805,0.25250837115839336
REACTOME_COLLAGEN_BIOSYNTHESIS_AND_MODIFYING_ENZYMES,65,0.252264516456841,0.119090919926113,0.07392607392607392,0.999201393685791,0.840494772108662,0.15723165723165725,DNAm and RNAseq,0.119090919926113,0.03916989262036515,0.25250837115839336
BIOCARTA_BCELLSURVIVAL_PATHWAY,15,0.119158599232376,0.549979944168506,0.07892107892107893,0.934578094460846,1,0.16296167389461852,RNAseq and SNP,0.119158599232376,0.039212503802955635,0.25250837115839336
REACTOME_EPHRIN_SIGNALING,17,0.718860110003527,0.119215243602783,0.02718543976029887,0.999201393685791,0.840494772108662,0.0854787467712838,DNAm and RNAseq,0.119215243602783,0.039248183434430935,0.25250837115839336
KEGG_DORSO_VENTRAL_AXIS_FORMATION,24,0.973034708291219,0.119253954570798,0.02718543976029887,0.999201393685791,0.840494772108662,0.0854787467712838,DNAm and RNAseq,0.119253954570798,0.03927257545755513,0.25250837115839336
REACTOME_GLYCEROPHOSPHOLIPID_BIOSYNTHESIS,124,0.621018692814758,0.119404013662585,0.00253438170945597,0.999201393685791,0.840494772108662,0.01899445339388563,DNAm and RNAseq,0.119404013662585,0.039367193335351026,0.25250837115839336
WP_STING_PATHWAY_IN_KAWASAKILIKE_DISEASE_AND_COVID19,19,0.119582858933465,0.833436640942598,0.08091908091908091,0.934578094460846,1,0.16539953552940564,RNAseq and SNP,0.119582858933465,0.039480096300620285,0.25250837115839336
WP_TGFBETA_RECEPTOR_SIGNALLING_IN_SKELETAL_DYSPLASIAS,57,0.922102426475908,0.119590735121384,0.03596403596403597,0.999201393685791,0.840494772108662,0.10018300283787011,DNAm and RNAseq,0.119590735121384,0.03948507180485996,0.25250837115839336
PID_NEPHRIN_NEPH1_PATHWAY,31,0.616311088095429,0.119914593650207,0.00695281388103516,0.999201393685791,0.840494772108662,0.03542683763484283,DNAm and RNAseq,0.119914593650207,0.039689903168894765,0.25324661188621367
REACTOME_RESPONSE_OF_EIF2AK4_GCN2_TO_AMINO_ACID_DEFICIENCY,95,0.120175428796217,0.992057354077199,0.00179479475442993,0.934578094460846,1,0.01473812620086958,RNAseq and SNP,0.120175428796217,0.03985522184208397,0.25330177243653446
KEGG_COLORECTAL_CANCER,61,0.780239814860787,0.120251027688876,7.1632347424147e-5,0.999201393685791,0.840494772108662,0.00218209075540439,DNAm and RNAseq,0.120251027688876,0.039903194786008164,0.25330177243653446
PID_PS1_PATHWAY,45,0.747808244535681,0.120351168750641,0.07892107892107893,0.999201393685791,0.840494772108662,0.16296167389461852,DNAm and RNAseq,0.120351168750641,0.0399667816022347,0.25330177243653446
PID_NFKAPPAB_ATYPICAL_PATHWAY,16,0.21729880483951,0.120501524252143,0.06393606393606394,0.999201393685791,0.840494772108662,0.14172994454684595,DNAm and RNAseq,0.120501524252143,0.040062338994456555,0.2533406392216416
REACTOME_SIGNALING_BY_LRP5_MUTANTS,6,0.0561397397840391,0.497237044149787,0.12087912087912088,0.777700512890659,1,0.21633010072681583,RNAseq and SNP,0.12087912087912088,0.04030277173617349,0.2542934350302439
REACTOME_TOLL_LIKE_RECEPTOR_TLR1_TLR2_CASCADE,97,0.46761793013786,0.121466946154846,0.00231239620206287,0.999201393685791,0.840494772108662,0.01761026462484979,DNAm and RNAseq,0.121466946154846,0.04067835717290492,0.2560457089347693
WP_G_PROTEIN_SIGNALING_PATHWAYS,92,0.569592827114751,0.121638848063731,1.938513751119401e-4,0.999201393685791,0.840494772108662,0.00361303253744819,DNAm and RNAseq,0.121638848063731,0.040788489006253655,0.2560457089347693
REACTOME_UPTAKE_AND_ACTIONS_OF_BACTERIAL_TOXINS,29,0.121784189153265,0.753920759538526,0.03996003996003996,0.941126708729572,1,0.1061977422202563,RNAseq and SNP,0.121784189153265,0.0408817088827106,0.2560457089347693
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,29,0.401982673770925,0.0977565970888047,0.12187812187812189,0.999201393685791,0.814542469272305,0.21743118342614565,DNAm and RNAseq,0.12187812187812189,0.040942007111701546,0.2560457089347693
REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,32,0.986757107172523,0.123313194793491,0.10589410589410587,0.999201393685791,0.845720141148663,0.19788786411477705,DNAm and RNAseq,0.123313194793491,0.04186819563376258,0.2611974119682016
REACTOME_EPH_EPHRIN_SIGNALING,89,0.123439512598949,0.342365195938006,0.00305234911522391,0.943775139400086,1,0.02151070906325711,RNAseq and SNP,0.123439512598949,0.04195016676510121,0.2611974119682016
REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,178,0.613644791053147,0.0526937591371231,0.12387612387612389,0.999201393685791,0.731470476725191,0.21975019345088223,DNAm and RNAseq,0.12387612387612389,0.042234051102305714,0.26181415048759754
REACTOME_NR1H2_AND_NR1H3_MEDIATED_SIGNALING,45,8.0093078290329e-4,0.417273367337968,0.12387612387612389,0.0342943998861318,1,0.21975019345088223,RNAseq and SNP,0.12387612387612389,0.042234051102305714,0.26181415048759754
PID_IGF1_PATHWAY,29,0.132486439705742,0.124837408784327,1.6057045472723743e-5,0.951504323377002,0.845720141148663,7.980633302495853e-4,DNAm and RNAseq,0.124837408784327,0.04286210900409376,0.26415943163020517
REACTOME_REGULATION_OF_PTEN_LOCALIZATION,9,0.0213431304671849,1,0.12487512487512488,0.486416828227939,1,0.22096891241176064,RNAseq and SNP,0.12487512487512488,0.0428868357892381,0.26415943163020517
WP_AMINO_ACID_METABOLISM_PATHWAY_EXCERPT_HISTIDINE_CATABOLISM_EXTENSION,6,0.124883163546647,1,0.12087912087912088,0.947424282615986,1,0.21633010072681583,RNAseq and SNP,0.124883163546647,0.042892106794879765,0.26415943163020517
WP_TGFBETA_RECEPTOR_SIGNALING,53,0.868894980555163,0.125052708170023,0.04595404595404595,0.999201393685791,0.845720141148663,0.11613542568047472,DNAm and RNAseq,0.125052708170023,0.04300334598712491,0.26427001991653987
REACTOME_NUCLEAR_ENVELOPE_BREAKDOWN,51,0.125843917689437,0.74895171680984,0.03696303696303696,0.947424282615986,1,0.10176509593419214,RNAseq and SNP,0.125843917689437,0.04352417222502135,0.26586308639431555
PID_ER_NONGENOMIC_PATHWAY,39,0.671056569920948,0.125850376024593,0.02718543976029887,0.999201393685791,0.845720141148663,0.0854787467712838,DNAm and RNAseq,0.125850376024593,0.04352843509987056,0.26586308639431555
BIOCARTA_BTG2_PATHWAY,11,0.462541476423816,0.0494113011789504,0.1258741258741259,0.999201393685791,0.721044867122814,0.2219050395777216,DNAm and RNAseq,0.1258741258741259,0.043544112985161455,0.26586308639431555
