Sample,simRun,simType
TCGA.EI.6512,027,A
TCGA.EI.6513,027,A
TCGA.EI.6514,027,A
TCGA.EI.6881,027,B
TCGA.EI.6882,027,B
TCGA.EI.6883,027,B
TCGA.EI.6884,027,B
TCGA.EI.6885,027,B
TCGA.EI.6917,027,A
TCGA.EI.7002,027,B
TCGA.EI.7004,027,A
TCGA.F5.6464,027,A
TCGA.F5.6465,027,A
TCGA.F5.6571,027,B
TCGA.F5.6702,027,A
TCGA.F5.6811,027,A
TCGA.F5.6812,027,B
TCGA.F5.6813,027,A
TCGA.F5.6814,027,B
TCGA.F5.6861,027,B
TCGA.F5.6863,027,B
TCGA.F5.6864,027,A
TCGA.G5.6572,027,A
TCGA.5M.AAT5,027,B
TCGA.5M.AATA,027,B
TCGA.AA.3521,027,A
TCGA.AA.3527,027,B
TCGA.AA.3529,027,A
TCGA.AA.3672,027,A
TCGA.AA.3684,027,A
TCGA.AA.3693,027,A
TCGA.AA.3695,027,A
TCGA.AA.3712,027,A
TCGA.AA.3814,027,B
TCGA.AA.3845,027,B
TCGA.AA.3850,027,B
TCGA.AA.3852,027,B
TCGA.AA.3872,027,A
TCGA.AA.3984,027,A
TCGA.AA.A022,027,B
TCGA.AA.A02O,027,B
TCGA.AD.A5EJ,027,A
TCGA.AG.3601,027,A
TCGA.AG.3602,027,B
TCGA.AG.4015,027,A
TCGA.AG.A01L,027,A
TCGA.AG.A01W,027,A
TCGA.AG.A01Y,027,A
TCGA.AM.5820,027,B
TCGA.AM.5821,027,B
TCGA.AY.4071,027,A
TCGA.AY.6196,027,B
TCGA.CK.5915,027,B
TCGA.CK.6746,027,A
TCGA.CL.4957,027,B
TCGA.F4.6854,027,B
TCGA.F5.6810,027,B
TCGA.A6.2677,028,A
TCGA.A6.2681,028,B
TCGA.A6.2682,028,A
TCGA.A6.4105,028,A
TCGA.A6.6649,028,A
TCGA.AA.3496,028,A
TCGA.AA.3506,028,B
TCGA.AA.3516,028,A
TCGA.AA.3520,028,B
TCGA.AA.3522,028,B
TCGA.AA.3524,028,B
TCGA.AA.3525,028,A
TCGA.AA.3530,028,B
TCGA.AA.3531,028,A
TCGA.AA.3543,028,B
TCGA.AA.3552,028,A
TCGA.AA.3554,028,B
TCGA.AA.3556,028,A
TCGA.AA.3560,028,A
TCGA.AA.3562,028,A
TCGA.AA.3662,028,B
TCGA.AA.3688,028,A
TCGA.AA.3692,028,B
TCGA.AA.3697,028,B
TCGA.AA.3713,028,B
TCGA.AA.3715,028,A
TCGA.AA.3844,028,A
TCGA.AA.3860,028,B
TCGA.AA.3862,028,A
TCGA.AA.3867,028,A
TCGA.AA.3870,028,A
TCGA.AA.3939,028,B
TCGA.AA.3950,028,B
TCGA.AA.3952,028,B
TCGA.AA.3972,028,B
TCGA.AA.3976,028,A
TCGA.AA.3979,028,B
TCGA.AA.3986,028,A
TCGA.AA.A00L,028,A
TCGA.AA.A00Z,028,B
TCGA.AA.A024,028,A
TCGA.AD.6548,028,B
TCGA.AD.6888,028,B
TCGA.AD.6895,028,B
TCGA.AD.6964,028,B
TCGA.AZ.4313,028,B
TCGA.AZ.4681,028,B
TCGA.AZ.6601,028,A
TCGA.AZ.6608,028,A
TCGA.CK.5912,028,A
TCGA.DM.A285,028,A
TCGA.G4.6294,028,A
TCGA.G4.6298,028,A
TCGA.G4.6310,028,B
TCGA.G4.6314,028,A
TCGA.G4.6321,028,A
TCGA.G4.6586,028,A
TCGA.G4.6588,028,A
TCGA.G4.6625,028,A
TCGA.G4.6628,028,A
TCGA.NH.A8F7,028,B
TCGA.AF.3913,028,B
TCGA.AG.3580,028,A
TCGA.AG.3611,028,A
TCGA.AG.3612,028,B
TCGA.AG.3890,028,B
TCGA.AG.4008,028,A
TCGA.AG.A00H,028,A
TCGA.AG.A014,028,B
TCGA.AG.A015,028,B
TCGA.AG.A01N,028,A
TCGA.AG.A023,028,B
TCGA.BM.6198,028,A
TCGA.G5.6233,028,B
TCGA.G5.6235,028,A
TCGA.G5.6641,028,B
TCGA.3L.AA1B,028,A
TCGA.4N.A93T,028,B
TCGA.4T.AA8H,028,A
TCGA.5M.AAT4,028,A
TCGA.5M.AAT6,028,A
TCGA.5M.AATE,028,A
TCGA.A6.2671,028,A
TCGA.A6.2672,028,B
TCGA.A6.2674,028,B
TCGA.A6.2675,028,B
TCGA.A6.2676,028,A
TCGA.A6.2678,028,B
TCGA.A6.2679,028,B
TCGA.A6.2680,028,B
TCGA.A6.2683,028,A
TCGA.A6.2684,028,B
TCGA.A6.2685,028,A
TCGA.A6.2686,028,A
TCGA.A6.3807,028,B
TCGA.A6.3808,028,A
TCGA.A6.3809,028,A
TCGA.A6.3810,028,A
TCGA.A6.4107,028,B
TCGA.A6.5656,028,A
TCGA.A6.5657,028,A
TCGA.A6.5659,028,B
TCGA.A6.5660,028,B
TCGA.A6.5661,028,A
TCGA.A6.5662,028,A
TCGA.A6.5664,028,A
TCGA.A6.5665,028,B
TCGA.A6.5666,028,B
TCGA.A6.5667,028,B
TCGA.A6.6137,028,A
TCGA.A6.6138,028,B
TCGA.A6.6140,028,B
TCGA.A6.6141,028,A
TCGA.A6.6142,028,A
TCGA.A6.6648,028,A
TCGA.A6.6650,028,A
TCGA.A6.6651,028,B
TCGA.A6.6652,028,B
TCGA.A6.6653,028,A
TCGA.A6.6654,028,A
TCGA.A6.6780,028,A
TCGA.A6.6781,028,B
TCGA.A6.6782,028,B
TCGA.A6.A565,028,B
TCGA.A6.A566,028,A
TCGA.A6.A567,028,A
TCGA.A6.A56B,028,A
TCGA.A6.A5ZU,028,B
TCGA.AA.3488,028,B
TCGA.AA.3489,028,B
TCGA.AA.3492,028,B
TCGA.AA.3494,028,B
TCGA.AA.3495,028,A
TCGA.AA.3502,028,A
TCGA.AA.3509,028,A
TCGA.AA.3510,028,B
TCGA.AA.3511,028,B
TCGA.AA.3514,028,B
TCGA.AA.3517,028,B
TCGA.AA.3518,028,A
TCGA.AA.3519,028,A
TCGA.AA.3526,028,B
TCGA.AA.3532,028,B
TCGA.AA.3534,028,B
TCGA.AA.3538,028,B
TCGA.AA.3542,028,A
TCGA.AA.3544,028,A
TCGA.AA.3548,028,B
TCGA.AA.3549,028,A
TCGA.AA.3553,028,B
TCGA.AA.3555,028,A
TCGA.AA.3558,028,A
TCGA.AA.3561,028,B
TCGA.AA.3655,028,A
TCGA.AA.3660,028,A
TCGA.AA.3663,028,B
TCGA.AA.3664,028,A
TCGA.AA.3666,028,A
TCGA.AA.3667,028,B
TCGA.AA.3673,028,B
TCGA.AA.3675,028,B
TCGA.AA.3678,028,B
TCGA.AA.3679,028,B
TCGA.AA.3680,028,B
TCGA.AA.3681,028,A
TCGA.AA.3685,028,A
TCGA.AA.3696,028,A
TCGA.AA.3710,028,B
TCGA.AA.3811,028,A
TCGA.AA.3812,028,A
TCGA.AA.3815,028,B
TCGA.AA.3818,028,B
TCGA.AA.3819,028,B
TCGA.AA.3821,028,A
TCGA.AA.3831,028,A
TCGA.AA.3833,028,A
TCGA.AA.3837,028,B
TCGA.AA.3841,028,A
TCGA.AA.3842,028,B
TCGA.AA.3846,028,B
TCGA.AA.3848,028,B
TCGA.AA.3851,028,A
TCGA.AA.3854,028,B
TCGA.AA.3855,028,A
TCGA.AA.3856,028,A
TCGA.AA.3858,028,A
TCGA.AA.3861,028,A
TCGA.AA.3864,028,B
TCGA.AA.3866,028,B
TCGA.AA.3869,028,B
TCGA.AA.3875,028,B
TCGA.AA.3877,028,A
TCGA.AA.3930,028,A
TCGA.AA.3941,028,B
TCGA.AA.3947,028,B
TCGA.AA.3949,028,B
TCGA.AA.3955,028,B
TCGA.AA.3956,028,B
TCGA.AA.3966,028,A
TCGA.AA.3967,028,A
TCGA.AA.3968,028,A
TCGA.AA.3970,028,A
TCGA.AA.3971,028,B
TCGA.AA.3973,028,B
TCGA.AA.3975,028,A
TCGA.AA.3977,028,A
TCGA.AA.3980,028,B
TCGA.AA.3982,028,A
TCGA.AA.3989,028,B
TCGA.AA.3994,028,B
TCGA.AA.A004,028,B
TCGA.AA.A00A,028,B
TCGA.AA.A00D,028,A
TCGA.AA.A00E,028,A
TCGA.AA.A00F,028,B
TCGA.AA.A00J,028,B
TCGA.AA.A00K,028,A
TCGA.AA.A00N,028,A
TCGA.AA.A00O,028,A
TCGA.AA.A00Q,028,B
TCGA.AA.A00R,028,B
TCGA.AA.A00U,028,B
TCGA.AA.A00W,028,B
TCGA.AA.A010,028,B
TCGA.AA.A017,028,A
TCGA.AA.A01C,028,A
TCGA.AA.A01D,028,B
TCGA.AA.A01F,028,A
TCGA.AA.A01G,028,B
TCGA.AA.A01I,028,A
TCGA.AA.A01K,028,B
TCGA.AA.A01P,028,B
TCGA.AA.A01Q,028,A
TCGA.AA.A01R,028,B
TCGA.AA.A01S,028,A
TCGA.AA.A01T,028,B
TCGA.AA.A01V,028,A
TCGA.AA.A01X,028,A
TCGA.AA.A01Z,028,A
TCGA.AA.A029,028,A
TCGA.AA.A02E,028,A
TCGA.AA.A02F,028,B
TCGA.AA.A02H,028,A
TCGA.AA.A02J,028,B
TCGA.AA.A02K,028,B
TCGA.AA.A02R,028,B
TCGA.AA.A02W,028,B
TCGA.AA.A02Y,028,B
TCGA.AA.A03F,028,A
TCGA.AA.A03J,028,A
TCGA.AD.5900,028,B
TCGA.AD.6889,028,B
TCGA.AD.6890,028,B
TCGA.AD.6899,028,A
TCGA.AD.6901,028,B
TCGA.AD.6963,028,A
TCGA.AD.6965,028,B
TCGA.AD.A5EK,028,A
TCGA.AU.3779,028,B
TCGA.AU.6004,028,B
TCGA.AY.4070,028,B
TCGA.AY.5543,028,B
TCGA.AY.6197,028,A
TCGA.AY.6386,028,B
TCGA.AY.A54L,028,B
TCGA.AY.A69D,028,A
TCGA.AY.A71X,028,A
TCGA.AY.A8YK,028,B
TCGA.AZ.4308,028,B
TCGA.AZ.4315,028,B
TCGA.AZ.4323,028,A
TCGA.AZ.4614,028,B
TCGA.AZ.4615,028,A
TCGA.AZ.4616,028,A
TCGA.AZ.4682,028,B
TCGA.AZ.4684,028,A
TCGA.AZ.5403,028,A
TCGA.AZ.5407,028,B
TCGA.AZ.6598,028,A
TCGA.AZ.6599,028,A
TCGA.AZ.6600,028,A
TCGA.AZ.6603,028,B
TCGA.AZ.6605,028,A
TCGA.AZ.6606,028,A
TCGA.AZ.6607,028,A
TCGA.CA.5254,028,A
TCGA.CA.5255,028,B
TCGA.CA.5256,028,A
TCGA.CA.5796,028,B
TCGA.CA.5797,028,B
TCGA.CA.6715,028,B
TCGA.CA.6716,028,A
TCGA.CA.6717,028,B
TCGA.CA.6718,028,B
TCGA.CA.6719,028,A
TCGA.CK.4947,028,B
TCGA.CK.4948,028,A
TCGA.CK.4950,028,A
TCGA.CK.4951,028,B
TCGA.CK.4952,028,A
TCGA.CK.5913,028,A
TCGA.CK.5914,028,A
TCGA.CK.5916,028,A
TCGA.CK.6747,028,B
TCGA.CK.6748,028,A
TCGA.CK.6751,028,A
TCGA.CM.4743,028,B
TCGA.CM.4744,028,A
TCGA.CM.4746,028,A
TCGA.CM.4747,028,A
TCGA.CM.4748,028,A
TCGA.CM.4750,028,B
TCGA.CM.4751,028,B
TCGA.CM.4752,028,B
TCGA.CM.5341,028,B
TCGA.CM.5344,028,B
TCGA.CM.5348,028,B
TCGA.CM.5349,028,B
TCGA.CM.5860,028,A
TCGA.CM.5861,028,B
TCGA.CM.5862,028,B
TCGA.CM.5863,028,A
TCGA.CM.5864,028,A
TCGA.CM.5868,028,B
TCGA.CM.6161,028,B
TCGA.CM.6162,028,A
TCGA.CM.6163,028,A
TCGA.CM.6164,028,A
TCGA.CM.6165,028,B
TCGA.CM.6166,028,A
TCGA.CM.6167,028,B
TCGA.CM.6168,028,A
TCGA.CM.6169,028,A
TCGA.CM.6170,028,B
TCGA.CM.6171,028,B
TCGA.CM.6172,028,B
TCGA.CM.6674,028,B
TCGA.CM.6675,028,B
TCGA.CM.6676,028,A
TCGA.CM.6677,028,B
TCGA.CM.6678,028,B
TCGA.CM.6679,028,B
TCGA.CM.6680,028,A
TCGA.D5.5537,028,A
TCGA.D5.5538,028,A
TCGA.D5.5539,028,B
TCGA.D5.5540,028,B
TCGA.D5.5541,028,B
TCGA.D5.6529,028,B
TCGA.D5.6530,028,A
TCGA.D5.6531,028,A
TCGA.D5.6532,028,A
TCGA.D5.6533,028,A
TCGA.D5.6534,028,A
TCGA.D5.6535,028,A
TCGA.D5.6536,028,A
TCGA.D5.6537,028,B
TCGA.D5.6538,028,A
TCGA.D5.6539,028,A
TCGA.D5.6540,028,A
TCGA.D5.6541,028,A
TCGA.D5.6898,028,A
TCGA.D5.6920,028,A
TCGA.D5.6922,028,A
TCGA.D5.6923,028,B
TCGA.D5.6924,028,A
TCGA.D5.6926,028,B
TCGA.D5.6927,028,B
TCGA.D5.6928,028,B
TCGA.D5.6929,028,A
TCGA.D5.6930,028,B
TCGA.D5.6931,028,B
TCGA.D5.6932,028,A
TCGA.D5.7000,028,A
TCGA.DM.A0X9,028,B
TCGA.DM.A0XD,028,B
TCGA.DM.A0XF,028,B
TCGA.DM.A1D0,028,A
TCGA.DM.A1D4,028,A
TCGA.DM.A1D6,028,B
TCGA.DM.A1D7,028,A
TCGA.DM.A1D8,028,A
TCGA.DM.A1D9,028,A
TCGA.DM.A1DA,028,B
TCGA.DM.A1DB,028,A
TCGA.DM.A1HA,028,B
TCGA.DM.A1HB,028,B
TCGA.DM.A280,028,B
TCGA.DM.A282,028,B
TCGA.DM.A288,028,A
TCGA.DM.A28A,028,A
TCGA.DM.A28C,028,B
TCGA.DM.A28E,028,B
TCGA.DM.A28F,028,A
TCGA.DM.A28G,028,A
TCGA.DM.A28H,028,A
TCGA.DM.A28K,028,B
TCGA.DM.A28M,028,A
TCGA.F4.6459,028,A
TCGA.F4.6460,028,B
TCGA.F4.6461,028,A
TCGA.F4.6463,028,A
TCGA.F4.6569,028,B
TCGA.F4.6570,028,B
TCGA.F4.6703,028,B
TCGA.F4.6704,028,B
TCGA.F4.6805,028,B
TCGA.F4.6806,028,A
TCGA.F4.6807,028,B
TCGA.F4.6808,028,B
TCGA.F4.6809,028,B
TCGA.F4.6855,028,A
TCGA.F4.6856,028,A
TCGA.G4.6293,028,A
TCGA.G4.6295,028,A
TCGA.G4.6297,028,A
TCGA.G4.6299,028,B
TCGA.G4.6302,028,A
TCGA.G4.6303,028,A
TCGA.G4.6304,028,A
TCGA.G4.6306,028,B
TCGA.G4.6307,028,B
TCGA.G4.6309,028,A
TCGA.G4.6311,028,B
TCGA.G4.6315,028,B
TCGA.G4.6317,028,B
TCGA.G4.6320,028,B
TCGA.G4.6322,028,A
TCGA.G4.6323,028,B
TCGA.G4.6626,028,A
TCGA.G4.6627,028,B
TCGA.NH.A50T,028,A
TCGA.NH.A50U,028,B
TCGA.NH.A50V,028,B
TCGA.NH.A5IV,028,A
TCGA.NH.A6GA,028,A
TCGA.NH.A6GB,028,B
TCGA.NH.A6GC,028,A
TCGA.NH.A8F8,028,A
TCGA.QG.A5YV,028,A
TCGA.QG.A5YW,028,B
TCGA.QG.A5YX,028,B
TCGA.QG.A5Z1,028,B
TCGA.QG.A5Z2,028,B
TCGA.QL.A97D,028,B
TCGA.RU.A8FL,028,A
TCGA.SS.A7HO,028,B
TCGA.T9.A92H,028,B
TCGA.WS.AB45,028,B
TCGA.AF.2687,028,B
TCGA.AF.2689,028,A
TCGA.AF.2690,028,A
TCGA.AF.2691,028,A
TCGA.AF.2692,028,A
TCGA.AF.2693,028,B
TCGA.AF.3400,028,A
TCGA.AF.3911,028,B
TCGA.AF.3914,028,A
TCGA.AF.4110,028,A
TCGA.AF.5654,028,B
TCGA.AF.6136,028,B
TCGA.AF.6655,028,B
TCGA.AF.6672,028,B
TCGA.AF.A56K,028,B
TCGA.AF.A56L,028,B
TCGA.AF.A56N,028,B
TCGA.AG.3574,028,B
TCGA.AG.3575,028,A
TCGA.AG.3578,028,B
TCGA.AG.3581,028,B
TCGA.AG.3582,028,B
TCGA.AG.3583,028,A
TCGA.AG.3584,028,B
TCGA.AG.3586,028,A
TCGA.AG.3587,028,A
TCGA.AG.3591,028,A
TCGA.AG.3592,028,A
TCGA.AG.3593,028,B
TCGA.AG.3594,028,A
TCGA.AG.3598,028,A
TCGA.AG.3599,028,B
TCGA.AG.3600,028,A
TCGA.AG.3605,028,B
TCGA.AG.3608,028,A
TCGA.AG.3609,028,B
TCGA.AG.3725,028,B
TCGA.AG.3726,028,A
TCGA.AG.3727,028,B
TCGA.AG.3728,028,A
TCGA.AG.3731,028,B
TCGA.AG.3732,028,A
TCGA.AG.3742,028,B
TCGA.AG.3878,028,A
TCGA.AG.3881,028,B
TCGA.AG.3882,028,A
TCGA.AG.3883,028,A
TCGA.AG.3885,028,A
TCGA.AG.3887,028,B
TCGA.AG.3891,028,B
TCGA.AG.3892,028,A
TCGA.AG.3893,028,A
TCGA.AG.3894,028,A
TCGA.AG.3896,028,B
TCGA.AG.3898,028,A
TCGA.AG.3901,028,B
TCGA.AG.3902,028,A
TCGA.AG.3906,028,A
TCGA.AG.3909,028,A
TCGA.AG.3999,028,B
TCGA.AG.4001,028,A
TCGA.AG.4005,028,B
TCGA.AG.4007,028,B
TCGA.AG.4009,028,A
TCGA.AG.4021,028,A
TCGA.AG.4022,028,A
TCGA.AG.A002,028,B
TCGA.AG.A008,028,A
TCGA.AG.A00C,028,A
TCGA.AG.A00Y,028,B
TCGA.AG.A011,028,A
TCGA.AG.A016,028,A
TCGA.AG.A01J,028,A
TCGA.AG.A020,028,A
TCGA.AG.A025,028,B
TCGA.AG.A026,028,A
TCGA.AG.A02G,028,A
TCGA.AG.A02N,028,A
TCGA.AG.A02X,028,B
TCGA.AG.A032,028,B
TCGA.AG.A036,028,A
TCGA.AH.6544,028,B
TCGA.AH.6547,028,B
TCGA.AH.6549,028,B
TCGA.AH.6643,028,A
TCGA.AH.6644,028,A
TCGA.AH.6897,028,A
TCGA.AH.6903,028,B
TCGA.CI.6619,028,A
TCGA.CI.6620,028,B
TCGA.CI.6621,028,A
TCGA.CI.6622,028,B
TCGA.CI.6623,028,A
TCGA.CI.6624,028,A
TCGA.CL.5917,028,B
TCGA.CL.5918,028,B
TCGA.DC.4745,028,A
TCGA.DC.4749,028,A
TCGA.DC.5337,028,A
TCGA.DC.5869,028,B
TCGA.DC.6154,028,A
TCGA.DC.6155,028,B
TCGA.DC.6156,028,B
TCGA.DC.6157,028,B
TCGA.DC.6158,028,A
TCGA.DC.6160,028,B
TCGA.DC.6681,028,B
TCGA.DC.6682,028,B
TCGA.DC.6683,028,B
TCGA.DT.5265,028,A
TCGA.DY.A0XA,028,B
TCGA.DY.A1DC,028,A
TCGA.DY.A1DD,028,B
TCGA.DY.A1DE,028,B
TCGA.DY.A1DF,028,A
TCGA.DY.A1DG,028,B
TCGA.DY.A1H8,028,B
TCGA.EF.5830,028,A
TCGA.EF.5831,028,A
TCGA.EI.6506,028,B
TCGA.EI.6507,028,A
TCGA.EI.6508,028,B
TCGA.EI.6509,028,A
TCGA.EI.6510,028,B
TCGA.EI.6511,028,A
TCGA.EI.6512,028,B
TCGA.EI.6513,028,A
TCGA.EI.6514,028,B
TCGA.EI.6881,028,B
TCGA.EI.6882,028,B
TCGA.EI.6883,028,B
TCGA.EI.6884,028,B
TCGA.EI.6885,028,B
TCGA.EI.6917,028,A
TCGA.EI.7002,028,B
TCGA.EI.7004,028,B
TCGA.F5.6464,028,A
TCGA.F5.6465,028,A
TCGA.F5.6571,028,B
TCGA.F5.6702,028,B
TCGA.F5.6811,028,A
TCGA.F5.6812,028,A
TCGA.F5.6813,028,A
TCGA.F5.6814,028,B
TCGA.F5.6861,028,B
TCGA.F5.6863,028,A
TCGA.F5.6864,028,A
TCGA.G5.6572,028,B
TCGA.5M.AAT5,028,A
TCGA.5M.AATA,028,A
TCGA.AA.3521,028,A
TCGA.AA.3527,028,A
TCGA.AA.3529,028,B
TCGA.AA.3672,028,A
TCGA.AA.3684,028,B
TCGA.AA.3693,028,A
TCGA.AA.3695,028,A
TCGA.AA.3712,028,B
TCGA.AA.3814,028,B
TCGA.AA.3845,028,A
TCGA.AA.3850,028,A
TCGA.AA.3852,028,A
TCGA.AA.3872,028,B
TCGA.AA.3984,028,B
TCGA.AA.A022,028,B
TCGA.AA.A02O,028,B
TCGA.AD.A5EJ,028,B
TCGA.AG.3601,028,B
TCGA.AG.3602,028,B
TCGA.AG.4015,028,A
TCGA.AG.A01L,028,A
TCGA.AG.A01W,028,A
TCGA.AG.A01Y,028,B
TCGA.AM.5820,028,A
TCGA.AM.5821,028,A
TCGA.AY.4071,028,B
TCGA.AY.6196,028,A
TCGA.CK.5915,028,B
TCGA.CK.6746,028,A
TCGA.CL.4957,028,A
TCGA.F4.6854,028,B
TCGA.F5.6810,028,B
TCGA.A6.2677,029,A
TCGA.A6.2681,029,A
TCGA.A6.2682,029,A
TCGA.A6.4105,029,A
TCGA.A6.6649,029,A
TCGA.AA.3496,029,B
TCGA.AA.3506,029,A
TCGA.AA.3516,029,B
TCGA.AA.3520,029,A
TCGA.AA.3522,029,B
TCGA.AA.3524,029,A
TCGA.AA.3525,029,B
TCGA.AA.3530,029,A
TCGA.AA.3531,029,A
TCGA.AA.3543,029,B
TCGA.AA.3552,029,B
TCGA.AA.3554,029,A
TCGA.AA.3556,029,B
TCGA.AA.3560,029,B
TCGA.AA.3562,029,A
TCGA.AA.3662,029,A
TCGA.AA.3688,029,B
TCGA.AA.3692,029,B
TCGA.AA.3697,029,B
TCGA.AA.3713,029,A
TCGA.AA.3715,029,A
TCGA.AA.3844,029,B
TCGA.AA.3860,029,B
TCGA.AA.3862,029,B
TCGA.AA.3867,029,B
TCGA.AA.3870,029,A
TCGA.AA.3939,029,B
TCGA.AA.3950,029,A
TCGA.AA.3952,029,B
TCGA.AA.3972,029,A
TCGA.AA.3976,029,B
TCGA.AA.3979,029,A
TCGA.AA.3986,029,A
TCGA.AA.A00L,029,B
TCGA.AA.A00Z,029,A
TCGA.AA.A024,029,B
TCGA.AD.6548,029,B
TCGA.AD.6888,029,B
TCGA.AD.6895,029,A
TCGA.AD.6964,029,B
TCGA.AZ.4313,029,B
TCGA.AZ.4681,029,B
TCGA.AZ.6601,029,B
TCGA.AZ.6608,029,B
TCGA.CK.5912,029,A
TCGA.DM.A285,029,A
TCGA.G4.6294,029,B
TCGA.G4.6298,029,B
TCGA.G4.6310,029,B
TCGA.G4.6314,029,A
TCGA.G4.6321,029,B
TCGA.G4.6586,029,B
TCGA.G4.6588,029,B
TCGA.G4.6625,029,A
TCGA.G4.6628,029,B
TCGA.NH.A8F7,029,A
TCGA.AF.3913,029,A
TCGA.AG.3580,029,B
TCGA.AG.3611,029,B
TCGA.AG.3612,029,A
TCGA.AG.3890,029,B
TCGA.AG.4008,029,A
TCGA.AG.A00H,029,A
TCGA.AG.A014,029,A
TCGA.AG.A015,029,A
TCGA.AG.A01N,029,B
TCGA.AG.A023,029,B
TCGA.BM.6198,029,A
TCGA.G5.6233,029,B
TCGA.G5.6235,029,A
TCGA.G5.6641,029,B
TCGA.3L.AA1B,029,B
TCGA.4N.A93T,029,A
TCGA.4T.AA8H,029,A
TCGA.5M.AAT4,029,B
TCGA.5M.AAT6,029,B
TCGA.5M.AATE,029,B
TCGA.A6.2671,029,A
TCGA.A6.2672,029,B
TCGA.A6.2674,029,B
TCGA.A6.2675,029,B
TCGA.A6.2676,029,A
TCGA.A6.2678,029,B
TCGA.A6.2679,029,B
TCGA.A6.2680,029,A
TCGA.A6.2683,029,B
TCGA.A6.2684,029,B
TCGA.A6.2685,029,B
TCGA.A6.2686,029,A
TCGA.A6.3807,029,B
TCGA.A6.3808,029,A
TCGA.A6.3809,029,B
TCGA.A6.3810,029,B
TCGA.A6.4107,029,A
TCGA.A6.5656,029,A
TCGA.A6.5657,029,B
TCGA.A6.5659,029,A
TCGA.A6.5660,029,B
TCGA.A6.5661,029,A
TCGA.A6.5662,029,A
TCGA.A6.5664,029,A
TCGA.A6.5665,029,B
TCGA.A6.5666,029,B
TCGA.A6.5667,029,B
TCGA.A6.6137,029,B
TCGA.A6.6138,029,B
TCGA.A6.6140,029,B
TCGA.A6.6141,029,A
TCGA.A6.6142,029,B
TCGA.A6.6648,029,A
TCGA.A6.6650,029,B
TCGA.A6.6651,029,A
TCGA.A6.6652,029,A
TCGA.A6.6653,029,A
TCGA.A6.6654,029,B
TCGA.A6.6780,029,B
TCGA.A6.6781,029,A
TCGA.A6.6782,029,A
TCGA.A6.A565,029,A
TCGA.A6.A566,029,A
TCGA.A6.A567,029,B
TCGA.A6.A56B,029,A
TCGA.A6.A5ZU,029,A
TCGA.AA.3488,029,A
TCGA.AA.3489,029,B
TCGA.AA.3492,029,A
TCGA.AA.3494,029,B
TCGA.AA.3495,029,A
TCGA.AA.3502,029,B
TCGA.AA.3509,029,A
TCGA.AA.3510,029,B
TCGA.AA.3511,029,A
TCGA.AA.3514,029,A
TCGA.AA.3517,029,B
TCGA.AA.3518,029,A
TCGA.AA.3519,029,A
TCGA.AA.3526,029,A
TCGA.AA.3532,029,B
TCGA.AA.3534,029,A
TCGA.AA.3538,029,A
TCGA.AA.3542,029,A
TCGA.AA.3544,029,B
TCGA.AA.3548,029,B
TCGA.AA.3549,029,B
TCGA.AA.3553,029,A
TCGA.AA.3555,029,B
TCGA.AA.3558,029,B
TCGA.AA.3561,029,B
TCGA.AA.3655,029,A
TCGA.AA.3660,029,B
TCGA.AA.3663,029,A
TCGA.AA.3664,029,A
TCGA.AA.3666,029,A
TCGA.AA.3667,029,A
TCGA.AA.3673,029,B
TCGA.AA.3675,029,B
TCGA.AA.3678,029,B
TCGA.AA.3679,029,A
TCGA.AA.3680,029,B
TCGA.AA.3681,029,A
TCGA.AA.3685,029,A
TCGA.AA.3696,029,A
TCGA.AA.3710,029,B
TCGA.AA.3811,029,A
TCGA.AA.3812,029,B
TCGA.AA.3815,029,B
TCGA.AA.3818,029,B
TCGA.AA.3819,029,B
TCGA.AA.3821,029,B
TCGA.AA.3831,029,B
TCGA.AA.3833,029,B
TCGA.AA.3837,029,B
TCGA.AA.3841,029,A
TCGA.AA.3842,029,B
TCGA.AA.3846,029,B
TCGA.AA.3848,029,A
TCGA.AA.3851,029,B
TCGA.AA.3854,029,B
TCGA.AA.3855,029,B
TCGA.AA.3856,029,B
TCGA.AA.3858,029,A
TCGA.AA.3861,029,A
TCGA.AA.3864,029,A
TCGA.AA.3866,029,B
TCGA.AA.3869,029,B
TCGA.AA.3875,029,A
TCGA.AA.3877,029,A
TCGA.AA.3930,029,B
TCGA.AA.3941,029,A
TCGA.AA.3947,029,B
TCGA.AA.3949,029,A
TCGA.AA.3955,029,B
TCGA.AA.3956,029,B
TCGA.AA.3966,029,B
TCGA.AA.3967,029,A
TCGA.AA.3968,029,A
TCGA.AA.3970,029,B
TCGA.AA.3971,029,B
TCGA.AA.3973,029,A
TCGA.AA.3975,029,A
TCGA.AA.3977,029,B
TCGA.AA.3980,029,B
TCGA.AA.3982,029,A
TCGA.AA.3989,029,B
TCGA.AA.3994,029,B
TCGA.AA.A004,029,A
TCGA.AA.A00A,029,A
TCGA.AA.A00D,029,A
TCGA.AA.A00E,029,A
TCGA.AA.A00F,029,A
TCGA.AA.A00J,029,A
TCGA.AA.A00K,029,B
TCGA.AA.A00N,029,A
TCGA.AA.A00O,029,A
TCGA.AA.A00Q,029,A
TCGA.AA.A00R,029,A
TCGA.AA.A00U,029,B
TCGA.AA.A00W,029,B
TCGA.AA.A010,029,B
TCGA.AA.A017,029,A
TCGA.AA.A01C,029,B
TCGA.AA.A01D,029,A
TCGA.AA.A01F,029,B
