set,setSize,pMANOVA,s.snp_score,s.rnaSeq_score,s.dnaM_score,p.snp_score,p.rnaSeq_score,p.dnaM_score,s.dist,SD,p.adjustMANOVA
REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,159,0.010618066937316328,-0.03406905262809328,0.07284200625914501,-0.08956335624430174,0.21579267954029874,0.169097844242913,0.005182141806080339,0.12036715916136267,0.08254806076473915,0.08723531378821403
WP_NICOTINE_METABOLISM,6,0.010793848247397327,-0.5177821114229862,-0.2558379627877929,-0.32598551584865926,0.016085296437367155,0.19378117165516023,0.04828142428199544,0.6631877069549543,0.13559827326736457,0.08828088215204286
REACTOME_BUTYRATE_RESPONSE_FACTOR_1_BRF1_BINDS_AND_DESTABILIZES_MRNA,17,0.010807985927059897,0.06074091490261834,0.1960638264990986,-0.30200846376144813,0.7378550626654377,0.19469271717571768,0.0020500639393342865,0.36515694569352736,0.2575446266991093,0.08828088215204286
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,52,0.011102411917861502,0.222490361224301,0.17228761518405694,0.026711846216985347,0.006616152301200885,0.046481562464152776,0.7076723352526262,0.28266323763774004,0.10168730431966845,0.09042369012871015
BIOCARTA_PPARA_PATHWAY,52,0.011180897736996853,0.2111867229220944,0.09765057755981998,0.10281076740421013,0.010654894745651492,0.24565251577898908,0.0638105385711325,0.2543727995100547,0.06411244236673576,0.09059587508913791
REACTOME_RAS_SIGNALING_DOWNSTREAM_OF_NF1_LOSS_OF_FUNCTION_VARIANTS,7,0.011191294653253064,0.21075963051638336,0.641080106949638,-0.1696858269466192,0.3448336758138898,0.0024093407631227463,0.2601365472045727,0.695842370978169,0.4056385620452126,0.09059587508913791
WP_PHOTODYNAMIC_THERAPYINDUCED_NFKB_SURVIVAL_SIGNALING,34,0.01122602906562446,0.08567594951975738,-0.17095991061807292,0.1662000284685831,0.26280030344971916,0.03548968476546233,0.02002694756716426,0.2533576697627473,0.17607901470843437,0.09059587508913791
BIOCARTA_BIOPEPTIDES_PATHWAY,28,0.011252149141660138,0.16443876886435052,0.33638690299682633,0.0021986736019554026,0.1503986853169798,0.002270023604636189,0.970037914814206,0.374434361910105,0.16711761427632826,0.09059587508913791
WP_FRAGILE_X_SYNDROME,118,0.011290018259583524,0.1562734309277638,0.06588575722667199,-0.06738712538673662,0.004913785573585558,0.5690946226218818,0.08797165949451793,0.18249203513346626,0.1125134341964655,0.09064179901853665
WP_SIGNALING_OF_HEPATOCYTE_GROWTH_FACTOR_RECEPTOR,33,0.011444510670944631,0.14891680969978224,0.30163030337617747,0.06414437373437279,0.1623489215535156,0.0032804462020756195,0.4093249633880782,0.34244934925874937,0.12035180640397,0.09162111099636924
REACTOME_REGULATION_OF_LIPID_METABOLISM_BY_PPARALPHA,116,0.01161743705032737,0.05478596519989465,0.18860007726307046,0.00348225161847314,0.46479284241922925,0.001106097738756248,0.9655702429973743,0.19642712949807767,0.09557448838984547,0.09242607110686156
BIOCARTA_MELANOCYTE_PATHWAY,7,0.01163481957662268,0.42451066636184065,0.4803773305529179,0.2411557851597076,0.04718683683830206,0.0251455673035423,0.12834004905386612,0.6849290461647224,0.1251446126212942,0.09242607110686156
WP_CILIOPATHIES,176,0.011643454663923298,0.12823542779920868,0.01919826081298106,-0.05326032036508434,0.006061843606917931,0.7201795319772581,0.07403988365064879,0.14017688784703677,0.09136014482296356,0.09242607110686156
BIOCARTA_HCMV_PATHWAY,17,0.011771923609642843,0.19234623052495797,0.4128666375883363,0.08351308980715134,0.18274864657049794,0.00299199570241365,0.431348478760992,0.4630662684754702,0.16780328854840382,0.09318337284262229
REACTOME_RUNX1_INTERACTS_WITH_CO_FACTORS_WHOSE_PRECISE_EFFECT_ON_RUNX1_TARGETS_IS_NOT_KNOWN,37,0.011836227687487044,0.23895687655987238,0.227399129396316,-0.008500709646697049,0.012910726546461599,0.023281502922666047,0.8402711394062345,0.32997426410244485,0.13965288668170445,0.09325743723000778
WP_THERMOGENESIS,105,0.011850355930533612,0.12563602859636014,0.1624529226129521,0.032803365146451505,0.04026186142155196,0.010055398743304873,0.49113438298876033,0.20796976826425195,0.06681117027300701,0.09325743723000778
REACTOME_REGULATION_OF_TP53_EXPRESSION_AND_DEGRADATION,37,0.011880560669117387,0.13623633034965382,0.2846001638539135,-0.061868222138288,0.18103053840382133,0.003507513479948403,0.3215120222654632,0.3215357956485825,0.17382825973767352,0.09325743723000778
REACTOME_MITOTIC_G2_G2_M_PHASES,194,0.012020106358956615,0.09405973591214925,0.08864179941117917,-0.06328474678442951,0.027777875399283437,0.27273219258900805,0.024431486453236114,0.14390817106156392,0.08931994524359135,0.09400096757092045
WP_PDGFRBETA_PATHWAY,28,0.012091074336056544,0.1288864103980386,0.2493528298439834,0.17869270990994285,0.27470974779183943,0.028437990034440766,0.025395704474281015,0.3327455861637434,0.06053329419183135,0.09400096757092045
PID_IL23_PATHWAY,37,0.01209335943894833,-0.021121788294932987,-0.0834517064888068,0.2038609675369575,0.7768901200716986,0.21180018614479648,0.002161404496337627,0.22129078458393692,0.1511350564779739,0.09400096757092045
REACTOME_ANTIGEN_ACTIVATES_B_CELL_RECEPTOR_BCR_LEADING_TO_GENERATION_OF_SECOND_MESSENGERS,28,0.012128470981138194,0.084619771353542525,-0.019024423269936988,0.2545273181631015,0.5081752137987425,0.642751465133581,0.0013173477791774595,0.26889884729388525,0.13810699281296374,0.09400096757092045
PID_PI3KCI_AKT_PATHWAY,34,0.01218646197084414,0.25295782818196755,0.22950116041284982,0.01932442956011988,0.011293153693472826,0.027956500173265928,0.8402553335810551,0.3420992239792521,0.12865265796345265,0.09400096757092045
REACTOME_TRANSLATION_OF_REPLICASE_AND_ASSEMBLY_OF_THE_REPLICATION_TRANSCRIPTION_COMPLEX,13,0.012243267194170767,0.23448049175740213,0.2820267712725855,-0.28161507259952484,0.10518091102252188,0.10249334428960591,0.015592045049134204,0.462414586539469,0.3125986266786274,0.09400096757092045
PID_TNF_PATHWAY,44,0.012266911779625283,0.2418673552664984,0.11627088838384121,0.09217385772777902,0.0034769699752751782,0.4172669877744283,0.1699134140587878,0.28375122392264507,0.08037752856076566,0.09400096757092045
WP_GASTRIN_SIGNALING_PATHWAY,113,0.012293052115134089,0.09022247314745109,0.16303795859719933,0.06290564679052156,0.191120432172694,0.007470655571222732,0.13943402536046254,0.19666873417632624,0.05176031908590285,0.09400096757092045
PID_UPA_UPAR_PATHWAY,42,0.012303208641663564,-0.11042046312536671,-0.15433141558783425,0.13259335636903813,0.13026518380518273,0.027289135609487564,0.0444534491829935,0.23149916342693772,0.15454757248925194,0.09400096757092045
REACTOME_CONSTITUTIVE_SIGNALING_BY_AKT1_E17K_IN_CANCER,25,0.012319451911460014,0.2839559885688142,0.2394164415975826,-0.05200587535260714,0.011913891111957575,0.03421380874571111,0.49583551906995516,0.37504112710812415,0.1824742502704491,0.09400096757092045
KEGG_FATTY_ACID_METABOLISM,41,0.012360165166483385,0.0622919654308717,-0.08557913399862523,-0.18848382175656564,0.46763096704082396,0.21939331751086968,0.0032632821445308397,0.21617175624293838,0.12605801061979774,0.09400096757092045
REACTOME_RAC2_GTPASE_CYCLE,82,0.012375570961253189,0.06562463038246706,0.22360558861457425,0.061694611041175323,0.5153442634867724,0.0025852820743001302,0.23377658680997943,0.2410648800717922,0.09236575201766382,0.09400096757092045
WP_MELANOMA,66,0.012507284230374303,0.11907922399290205,0.23600096527948533,0.01784061376768862,0.163477210063969,0.0025242559319243693,0.8031918265924168,0.2649426441689001,0.10917408785785672,0.09474604021826556
REACTOME_PINK1_PRKN_MEDIATED_MITOPHAGY,22,0.012588968882327882,0.032367349934268826,0.399633470879586,-0.039175971629353,0.8917946935512674,0.0011111991566407596,0.61312355294904,0.40285147777082336,0.23542747548858933,0.09493177060850704
KEGG_MELANOGENESIS,100,0.012599177504464737,0.14646709834969027,0.14617973855044916,-0.02840236932807183,0.017104126270011247,0.02723204939094703,0.4152823584080687,0.20887273983242455,0.10087808292923496,0.09493177060850704
REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,52,0.012663135875709922,0.16229338879497374,0.23745958033134892,0.014403199789815259,0.06871776064632744,0.005153304688852859,0.8606840260744896,0.2879820280883552,0.11348686653408697,0.09515924506066817
REACTOME_ELASTIC_FIBRE_FORMATION,45,0.012786674397110365,0.14104187500720142,0.11826469617305292,0.17024963597598053,0.12498917164151364,0.2571374881240644,0.007043807925635205,0.25072751627295603,0.026058674636181216,0.09564806181438949
REACTOME_EPHA_MEDIATED_GROWTH_CONE_COLLAPSE,29,0.012796067886453101,0.23054894481522725,0.28451677006149645,0.014141874935652533,0.03416833636274103,0.00976521679569287,0.9058429016658193,0.3664731927826874,0.14308920875336598,0.09564806181438949
REACTOME_SIGNAL_ATTENUATION,10,0.012880428654226266,0.2422262738084175,0.5399143818136171,0.05453610604855864,0.18951903677302925,0.002458193177656424,0.7035470480980532,0.5942687054483269,0.2447576622246654,0.0960239363693376
WP_TCELL_RECEPTOR_AND_COSTIMULATORY_SIGNALING,29,0.013026892020920668,0.2686933879851826,0.23380929677068824,0.06311243257544351,0.012568688954361907,0.038132777379899487,0.44723447313445686,0.36172655853413577,0.11001352075474793,0.09660659909716472
WP_PI3KAKTMTOR_SIGNALING_PATHWAY_AND_THERAPEUTIC_OPPORTUNITIES,29,0.01304261194241973,0.25012598747962567,0.3104436980838832,0.022146588564594265,0.04221831767808196,0.00838957930528585,0.8264080598319334,0.3992853248965012,0.1520570374888838,0.09660659909716472
REACTOME_NITRIC_OXIDE_STIMULATES_GUANYLATE_CYCLASE,22,0.013061431602562016,-0.1308373608016322,0.3671920003921393,-0.008452832714598754,0.20363130169286908,0.0029190766469620465,0.8769167165227432,0.38989720506104975,0.2595252903430772,0.09660659909716472
KEGG_PYRIMIDINE_METABOLISM,95,0.013191403405141565,-0.03264157649630744,0.14993994511209233,-0.09967335194906062,0.41946956008871383,0.04290185297852331,0.014062594602684218,0.18298152022852707,0.12918724719241592,0.09731249946515427
PID_ERBB1_DOWNSTREAM_PATHWAY,103,0.013326156983369355,0.05628304789313799,0.19020857068762903,0.04845848327653071,0.37772439449491513,0.0028312422350292455,0.2879162339922619,0.20419428602346795,0.07967680209056169,0.0980498965512659
WP_ERBB_SIGNALING_PATHWAY,87,0.01339022259802002,0.16536361134033054,0.1503270704646011,0.013377468649781954,0.01082149031274132,0.03296156787450892,0.8517641889651791,0.2238801213539535,0.08374671990461953,0.0982647064615115
REACTOME_SMOOTH_MUSCLE_CONTRACTION,38,0.01347989820825346,-0.04730002786269644,0.30178230047485083,-0.010480441803913812,0.4690447498456506,0.0015963916522602295,0.8150300499742031,0.3056463465773969,0.19179944998641915,0.09847845244282703
KEGG_WNT_SIGNALING_PATHWAY,146,0.013518240959309383,0.139028512476723,0.10408568953613154,0.023321230384215547,0.005595802417567886,0.08330380211873459,0.5625774778896697,0.17523309571635132,0.05934654422176314,0.09847845244282703
BIOCARTA_IL2RB_PATHWAY,36,0.013547444331000483,0.1723827222990313,0.2547906521553297,0.08887477294496045,0.08578074836023054,0.010920139246282424,0.22143277862321914,0.32020744001191076,0.08295854736219418,0.09847845244282703
REACTOME_FATTY_ACIDS,14,0.013559133977223877,-0.4199880694458798,-0.12714033774112388,0.09664502374657806,0.0026671143862893472,0.2781970721172388,0.4044107561832946,0.44932716874542633,0.2590847464191363,0.09847845244282703
WP_AMYOTROPHIC_LATERAL_SCLEROSIS_ALS,37,0.013624814068342622,0.13663743740695025,0.26176877680022065,0.09975673542307943,0.17957213781780235,0.007821600901650351,0.16132973799716957,0.311679463665626,0.08491754807690952,0.09870109523030722
WP_JOUBERT_SYNDROME,71,0.013763859707647699,0.2094646532188999,0.02752577892996424,-0.03449013643331661,0.0015657076211584688,0.9073542455644363,0.430497666740812,0.21406232495468241,0.12679489154413118,0.09924508816723908
REACTOME_ECM_PROTEOGLYCANS,73,0.013770344028882355,0.10922481735790256,-0.08114062637063749,-0.11027385319533173,0.14911162402041933,0.10823423066484876,0.01729338510209606,0.17514047126016344,0.11921088697893069,0.09924508816723908
WP_OMEGA3OMEGA6_FA_SYNTHESIS,14,0.013868579409525223,-0.24953794749367772,0.18976069448919833,-0.2633246228084681,0.06712571264532781,0.2572922749482745,0.014471297845591466,0.4094119751419129,0.2577012721527782,0.09942899847964376
KEGG_STEROID_HORMONE_BIOSYNTHESIS,53,0.013878781903973585,-0.1662362496329309,-0.055937733646242147,-0.12288819944047327,0.022542721741670962,0.25856848333301147,0.037551610967555396,0.21416122501335666,0.05556854769024497,0.09942899847964376
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,27,0.013901712349531454,-0.17496115938415252,-0.1127408139723005,0.18191123368646828,0.07388606591873195,0.08992965419135882,0.028230065644600018,0.2764300912880444,0.19063451309973017,0.09942899847964376
BIOCARTA_GH_PATHWAY,27,0.014084433478503293,0.15408687107141575,0.24257299579769973,0.17517029726076255,0.1890666905427307,0.03699045975053867,0.031511384661296625,0.3365546837725986,0.046219456399187474,0.1002741802795955
WP_EPO_RECEPTOR_SIGNALING,26,0.01411759611652617,0.3129011439372513,0.20399448587540162,0.05429343233534774,0.0054739594763276705,0.09313329127719487,0.5416796481444679,0.37745019928404183,0.12983901192192845,0.1002741802795955
BIOCARTA_CYTOKINE_PATHWAY,19,0.014155497765427497,0.15790507425213135,-0.22603722402009366,0.22637536092576363,0.15533299550935623,0.09964531919854842,0.015665492414182476,0.3567529161079849,0.24385002753643484,0.1002741802795955
REACTOME_NUCLEAR_EVENTS_KINASE_AND_TRANSCRIPTION_FACTOR_ACTIVATION,59,0.014162215667593687,0.16819212109069714,0.1667805081670533,-0.07725456676691421,0.03239399264381555,0.046206255906892195,0.12388763987184351,0.24914372476101393,0.14130297651343904,0.1002741802795955
REACTOME_ROLE_OF_LAT2_NTAL_LAB_ON_CALCIUM_MOBILIZATION,16,0.014212492905119315,0.2641523324935007,0.13998000611490619,0.2702811214043675,0.06865208210212362,0.401669483164673,0.009815645096082563,0.4030170485988013,0.07352404293547297,0.1003779574100908
PID_RETINOIC_ACID_PATHWAY,30,0.014379982940553931,0.18707939912247434,0.2671654239258103,0.10662118592860981,0.08606547250535432,0.014267654571606232,0.17607731006668947,0.3431386638172783,0.08027219090200918,0.10113202137938578
KEGG_ERBB_SIGNALING_PATHWAY,84,0.014391036399266748,0.17304883650987885,0.1429227240386375,0.018590154754028563,0.008447671452757844,0.048974189977291346,0.7643728803945704,0.22520745706531575,0.08187760663260031,0.10113202137938578
REACTOME_SIGNALING_BY_NTRK3_TRKC,17,0.014473056482691739,0.23460088035330856,0.4014552345841926,0.07848714419434558,0.10909494862161652,0.005440529358182124,0.4749340421176056,0.4715549917468592,0.16151380826076966,0.10126917171245257
BIOCARTA_PDGF_PATHWAY,27,0.014482425904939101,0.11803526394588139,0.24330560758524514,0.14265148721054471,0.341670890665004,0.01513224297442801,0.05174175531712359,0.3057439926156839,0.06637001003433292,0.10126917171245257
WP_G1_TO_S_CELL_CYCLE_CONTROL,64,0.014598563397169332,0.23648438320173348,0.14536106201271526,0.012150596414298678,0.0025989678588637503,0.19190948551777087,0.8973526526119486,0.27785308859358027,0.11282297025565773,0.10182859320104748
REACTOME_ORGANIC_ANION_TRANSPORT,5,0.014680465845163762,0.44652281027770185,-0.4472714370492514,0.22077468432899452,0.031429493524092716,0.07555199048552146,0.10931008775519405,0.6694593488322993,0.4647787992175465,0.10208682296874455
REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_PHOSPHORYLATION,89,0.014743609517759595,0.15667060910363795,0.12502163976941813,-0.018453273334951528,0.010202577756647015,0.046132655386070885,0.5929752476648917,0.20128739022679365,0.09332298944221418,0.10208682296874455
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,32,0.014750589075247938,0.19127341612953988,0.24774601188834508,-0.10111944510146312,0.06931147221171673,0.020054517526155335,0.1436429891267742,0.32892058053893797,0.18725644023250473,0.10208682296874455
REACTOME_DEGRADATION_OF_THE_EXTRACELLULAR_MATRIX,136,0.01478049104728452,-0.11593237561810432,-0.02919751804298314,0.04257584412626889,0.004781808172023768,0.19095541594629137,0.3002778982315171,0.12690749890921302,0.07937170650614496,0.10208682296874455
REACTOME_TRANSCRIPTIONAL_REGULATION_BY_MECP2,60,0.01483426765136643,0.22365611362619411,0.16526421850402845,-0.006767805533739715,0.00418462244846125,0.10685533306849888,0.9989018437488838,0.27817282806173366,0.11979135558093842,0.10214701759101044
BIOCARTA_TCR_PATHWAY,43,0.014861702346456453,0.12694023338871593,0.25418250899302874,0.07395835034196784,0.18359367555485465,0.005538343046246284,0.2721606634962089,0.2935854361443668,0.09262687154530803,0.10214701759101044
REACTOME_BBSOME_MEDIATED_CARGO_TARGETING_TO_CILIUM,23,0.014975439166958163,0.17852594433744381,0.3740817233987771,0.05080441477704291,0.24661318142165475,0.0026245357433889015,0.6019412307758005,0.417599972633396,0.1628204891423094,0.10267831526152822
BIOCARTA_P27_PATHWAY,13,0.015014569683410311,0.4046625924519341,0.3232869864914467,-0.04995156445087937,0.010086117384426878,0.0463763466871893,0.6288630593756388,0.5203474302384238,0.24241941506798356,0.10269674118410257
BIOCARTA_NEUTROPHIL_PATHWAY,7,0.015331793643439756,0.11026745786047068,-0.6096028210510368,0.07155959679045058,0.6485554898520404,0.0016088240846431074,0.6685946521113859,0.6236146948149994,0.40490611184331127,0.10425377315198261
REACTOME_RORA_ACTIVATES_GENE_EXPRESSION,17,0.01537359931589071,0.35035060649552174,0.25786770824975014,-0.08659923170902706,0.011161312907658023,0.060889085492273974,0.3718436875701566,0.44355465205806593,0.2302664110327727,0.10425377315198261
REACTOME_REGULATION_OF_CHOLESTEROL_BIOSYNTHESIS_BY_SREBP_SREBF,53,0.015373669108190964,0.14712237220363084,0.21879727219590153,-0.061226659458110566,0.11895345192307627,0.00819776181941654,0.2491573985395542,0.2706768230779846,0.14546477957582388,0.10425377315198261
REACTOME_SIGNALING_BY_FGFR,85,0.015390195043018015,0.03410533645806915,0.21245371058114243,0.015808500113397753,0.8351319402196393,0.0013185786065048235,0.8041598126733202,0.21575370631914814,0.10863720631262493,0.10425377315198261
REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9,7,0.015477231490927723,0.115729293433218,0.5940014255665015,-0.2408140380835143,0.6295637355025632,0.005086778866209052,0.11312111014113381,0.6513235477638407,0.4188842795597129,0.10445925457855616
WP_EICOSANOID_SYNTHESIS,26,0.015494665867223732,-0.32105935932615276,0.04478049230066405,0.047379543168443096,0.001548497716468925,0.8718805644491253,0.5999467564725502,0.32761139450950094,0.2119720016791396,0.10445925457855616
WP_FIBRIN_COMPLEMENT_RECEPTOR_3_SIGNALING_PATHWAY,39,0.015650955926888598,0.023888250976300835,-0.15474896240743594,0.16972464538614757,0.9257083339607066,0.03614314400191341,0.01355338521649474,0.23092064687320255,0.16251288671700023,0.10500633371275968
WP_THE_OVERLAP_BETWEEN_SIGNAL_TRANSDUCTION_PATHWAYS_THAT_CONTRIBUTE_TO_A_RANGE_OF_LMNA_LAMINOPATHIES,56,0.015710625708937446,0.2010296641368588,0.11721337610358169,0.01252353471547317,0.0025906221872987675,0.2555858591003177,0.6316265429508439,0.23304235735665654,0.0944454815038609,0.10500633371275968
REACTOME_VEGF_LIGAND_RECEPTOR_INTERACTIONS,7,0.015710890741052305,-0.04227180639174522,-0.567229767031279,0.21103722316601292,0.7746413823717725,0.00323402720650285,0.18462875914112875,0.606690385438571,0.39695630173548135,0.10500633371275968
BIOCARTA_IL3_PATHWAY,14,0.0157248661557078,0.21261367185207694,0.10115639194776183,0.3220435925250592,0.1774755610281861,0.6080297998201374,0.003886615134953824,0.39893516337464946,0.11044515091289978,0.10500633371275968
PID_FGF_PATHWAY,55,0.015783847673831796,0.20699731102453925,0.08075237763580798,0.11099315342579028,0.012662373639185492,0.46792038526618707,0.05264254897505951,0.2483713215583212,0.06591545848401902,0.10509507391243789
REACTOME_GP1B_IX_V_ACTIVATION_SIGNALLING,11,0.015812743555313577,0.2788767024233391,0.09650678939180514,0.34826511642069474,0.1097005116569488,0.6702310493643464,0.005585241720168939,0.4564804123604319,0.13003575944368984,0.10509507391243789
REACTOME_FCERI_MEDIATED_CA_2_MOBILIZATION,30,0.01586942114317282,0.1645117012193939,0.17427927865400167,0.18849672809136772,0.13641196968299277,0.1338216364426421,0.01451043476821243,0.3049071716234456,0.012061114870348328,0.10522359713284943
WP_SEROTONIN_TRANSPORTER_ACTIVITY,10,0.01592420431514928,0.553527273356548,-0.022448716633503448,-0.0757402335872891,0.0017936946220461056,0.7661621262491818,0.5336220107187062,0.5591359138991906,0.34894267010488694,0.10533898535232551
SA_MMP_CYTOKINE_CONNECTION,15,0.016002639893705036,0.20603395573102232,-0.27813740956797206,0.2040066793813418,0.17732878176847844,0.026687317292679685,0.06074737338391854,0.4017824470376429,0.2789530854623092,0.10560992791677
KEGG_APOPTOSIS,81,0.016068071002171298,0.11186254736473157,0.11967519457868367,0.10790351770581408,0.07920616983889489,0.1177546615854237,0.02640801756785282,0.19615950355173095,0.005990043805197569,0.10579398150495027
BIOCARTA_GPCR_PATHWAY,28,0.0162267084728293,0.08938550305143954,0.3324283875743167,0.07395003088005404,0.4789208854797419,0.0025846775734771846,0.375402864671152,0.3520894887499199,0.14498227385771492,0.10652610388909885
REACTOME_SIGNALING_BY_ERBB2,50,0.01625487035923084,0.20071916886292923,0.19180985027268177,-0.023260182611764307,0.016727882304274834,0.030284282505519778,0.625472903654154,0.2786040909710163,0.1268209005446155,0.10652610388909885
WP_SARSCOV2_INNATE_IMMUNITY_EVASION_AND_CELLSPECIFIC_IMMUNE_RESPONSE,66,0.016305329806860013,0.11521206015772611,-0.10561613858390873,0.10203604669358149,0.20737735944583105,0.05168150892931487,0.027199647037679207,0.18665460712240042,0.1238669519691723,0.10660886170703368
WP_MELATONIN_METABOLISM_AND_EFFECTS,36,0.016842407600564987,-0.11898778805248632,0.2721928770030254,0.08419835925835926,0.1829725642550288,0.006888379248645542,0.3749271591115749,0.3087659626620254,0.19563949067708983,0.1096436714817869
REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,27,0.01686726457373898,0.07905658847165528,0.35275257570322366,0.010220654437622115,0.550752229369356,0.0015967261258456047,0.9485245333110975,0.36164732215677814,0.18118866609462858,0.1096436714817869
WP_TCELL_ANTIGEN_RECEPTOR_TCR_PATHWAY_DURING_STAPHYLOCOCCUS_AUREUS_INFECTION,59,0.016886214841410757,0.19001091223702762,0.10070054633146536,0.08311768110338255,0.008884665786602946,0.28440713883520846,0.12050897162410035,0.23054998527999654,0.05731733517590935,0.1096436714817869
PID_ERA_GENOMIC_PATHWAY,63,0.017060019164426853,0.14183517849993538,0.2070226308681314,0.021876027378972335,0.06781279138435593,0.007889114206278403,0.746503277522306,0.2519010681310357,0.0939138494112998,0.11051754943759741
REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,16,0.017176279969301298,0.11940927967777784,0.05578556178747763,0.3228772680231366,0.4495477700247068,0.834505303094414,0.0019709492820512357,0.3487410718329498,0.13951414462302567,0.11088474279414895
REACTOME_LGI_ADAM_INTERACTIONS,14,0.017195398368006775,0.2135802759264644,0.31744738433617786,0.23358963246472705,0.1753478853558093,0.04273872435795651,0.0374069815229832,0.44827836494940504,0.05510727887101107,0.11088474279414895
WP_EXERCISEINDUCED_CIRCADIAN_REGULATION,49,0.017302416138171756,0.09496370911694371,0.1891451230837557,0.12675542060117076,0.2715216634222226,0.02686454429731749,0.042519173883551656,0.24670006138506795,0.04791194463414074,0.1113201111355434
REACTOME_MITOCHONDRIAL_BIOGENESIS,87,0.017370052329439653,0.15655392035438698,0.14762608585417136,-0.0017250676894876307,0.019333650095073856,0.025176433922707953,0.8779197147920584,0.21518728368907916,0.08891729429632708,0.11136135337738773
REACTOME_SUMOYLATION_OF_INTRACELLULAR_RECEPTORS,29,0.01738786213131675,0.28925300465402987,0.14272668306247435,0.1056044003093372,0.0069476543552978364,0.2475346222895263,0.18787084913090546,0.3393972541493154,0.09710375608398582,0.11136135337738773
WP_INTERFERON_TYPE_I_SIGNALING_PATHWAYS,55,0.01745811709953344,0.14123769356190727,0.1256838193288025,0.1355454217609179,0.08942180308779635,0.17533000411111754,0.018655959579608753,0.23263075868016123,0.007869520998179032,0.11155776414168987
KEGG_OOCYTE_MEIOSIS,107,0.017620479094441664,0.041997340697085495,0.18886361956832126,-0.010492271841996463,0.6466406664533524,0.0016794804972340238,0.6959436898059743,0.19376101566228693,0.10333411402983765,0.1121761953552772
REACTOME_SIGNALLING_TO_ERKS,34,0.017634511902905537,0.12651239794657013,0.29632771749400677,0.04694742460292857,0.23877370909962528,0.0034278832095050765,0.5528633962570649,0.3256064551974467,0.12738286005752655,0.1121761953552772
REACTOME_MET_ACTIVATES_RAS_SIGNALING,11,0.018137851432581904,0.2037175824483466,0.5109115852923977,0.0014228147674870731,0.2537960713455662,0.002732776093675636,0.9762430576394848,0.5500304771432692,0.2565378905429595,0.11480422455319558
REACTOME_MRNA_SPLICING_MINOR_PATHWAY,51,0.018195568658713933,0.04304121399263177,0.027553516978883183,-0.18449566352182362,0.8530277880358725,0.9232006752417579,0.0015650124796461435,0.19144292167176902,0.1271336267730659,0.11480422455319558
REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,29,0.018276081158333592,0.1130014241425008,-0.25271310777970235,-0.14145793915580662,0.1586094033500355,0.02345998253550662,0.11059006419416088,0.31087551407615993,0.18747195300221473,0.11480422455319558
REACTOME_REGULATION_OF_MECP2_EXPRESSION_AND_ACTIVITY,30,0.018284761465192527,0.3538192173068487,0.1882341533535953,0.09806579463029551,0.008225586414960814,0.20375272251863547,0.19749804385880587,0.4125979097145878,0.12971671668808943,0.11480422455319558
WP_ESC_PLURIPOTENCY_PATHWAYS,112,0.018285159448808506,0.13539939221476546,0.1401600548126312,0.026171748040533592,0.03577477083696346,0.018643219763647426,0.5252602192382648,0.19662857567684522,0.06448084501228919,0.11480422455319558
REACTOME_REGULATION_OF_RAS_BY_GAPS,67,0.01829208545932747,0.15234420759199874,0.1545055083695698,-0.07312101543855122,0.04122347200369685,0.052840043026276505,0.11944555570242477,0.22897028759674923,0.13080078513923113,0.11480422455319558
PID_FAK_PATHWAY,57,0.018479404811431475,0.02310848619633142,0.20588812250770713,0.10449244655768566,0.9224017807580205,0.010018359225571602,0.07310173533084713,0.23204006660843177,0.09157221881806277,0.11568564533669658
PID_CDC42_PATHWAY,69,0.018514629541110772,-0.07319545839286172,0.19813161250753916,0.049294176326168324,0.17043014780996912,0.00824028845238847,0.3724636504356542,0.2168954283147853,0.13587658151550386,0.11568564533669658
REACTOME_PROTEIN_PROTEIN_INTERACTIONS_AT_SYNAPSES,77,0.018646191850744166,0.18920542190332243,0.10302588321921252,-0.006965541836977709,0.003155117661189066,0.2212483463177421,0.8856354389450888,0.21554939819863972,0.09832605070927343,0.11624993060928553
BIOCARTA_ECM_PATHWAY,19,0.018731098791387662,0.22782172105327658,0.3439469875469471,0.08573283158551218,0.09049202059913382,0.009984190813396125,0.3923349580748765,0.42136965391205683,0.1293244501034026,0.11627476505828654
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION,43,0.01874067496722382,0.107797640348631,0.018524494058155785,-0.17969759980040184,0.27174515659975584,0.9086775547449617,0.0031933362896851628,0.21036804776122447,0.14714800160078145,0.11627476505828654
